episode,agent_id,pos_x,pos_y,total_reward,food_collected,collisions,random_actions,greedy_actions,epsilon,episode_length
462,0,3,5,-70,3,0,0,100,0.01,100
463,0,4,8,-90,1,0,1,99,0.01,100
464,0,6,5,-80,2,0,1,99,0.01,100
465,0,0,9,-80,2,0,1,99,0.01,100
466,0,2,8,-60,4,0,0,100,0.01,100
467,0,7,8,-20,8,0,2,98,0.01,100
468,0,4,9,-40,6,0,0,100,0.01,100
469,0,6,4,-70,3,0,3,97,0.01,100
470,0,9,8,-60,4,0,2,98,0.01,100
471,0,3,5,-50,5,0,3,97,0.01,100
472,0,3,5,-60,4,0,0,100,0.01,100
473,0,8,7,-70,3,0,1,99,0.01,100
474,0,9,2,-60,4,0,2,98,0.01,100
475,0,2,7,-50,5,0,3,97,0.01,100
476,0,0,8,-60,4,0,2,98,0.01,100
477,0,8,9,-30,7,0,2,98,0.01,100
478,0,4,4,-20,8,0,1,99,0.01,100
479,0,1,4,-40,6,0,0,100,0.01,100
480,0,5,2,-60,4,0,1,99,0.01,100
481,0,3,6,-80,2,0,3,97,0.01,100
482,0,7,2,-60,4,0,0,100,0.01,100
483,0,7,3,-80,2,0,0,100,0.01,100
484,0,2,9,-30,7,0,2,98,0.01,100
485,0,8,6,-40,6,0,0,100,0.01,100
486,0,9,6,-80,2,0,1,99,0.01,100
487,0,0,7,-80,2,0,1,99,0.01,100
488,0,3,2,-70,3,0,3,97,0.01,100
489,0,4,1,-10,9,0,0,100,0.01,100
490,0,0,5,-40,6,0,0,100,0.01,100
491,0,1,4,-80,2,0,2,98,0.01,100
492,0,4,1,-40,6,0,2,98,0.01,100
493,0,1,9,-30,7,0,1,99,0.01,100
494,0,3,7,-50,5,0,3,97,0.01,100
495,0,0,7,-40,6,0,0,100,0.01,100
496,0,2,6,-70,3,0,1,99,0.01,100
497,0,6,2,-60,4,0,2,98,0.01,100
498,0,2,6,-60,4,0,0,100,0.01,100
499,0,3,6,-40,6,0,1,99,0.01,100
500,0,3,5,-80,2,0,0,100,0.01,100
501,0,2,7,-50,5,0,1,99,0.01,100
502,0,6,9,-60,4,0,0,100,0.01,100
503,0,4,9,-40,6,0,2,98,0.01,100
504,0,4,6,-70,3,0,3,97,0.01,100
505,0,9,9,0,10,0,2,98,0.01,100
506,0,6,6,-60,4,0,3,97,0.01,100
507,0,3,7,-60,4,0,2,98,0.01,100
508,0,7,7,-70,3,0,1,99,0.01,100
509,0,9,6,-50,5,0,0,100,0.01,100
510,0,2,6,-60,4,0,2,98,0.01,100
511,0,4,8,-60,4,0,0,100,0.01,100
512,0,3,7,-20,8,0,1,99,0.01,100
513,0,9,1,-90,1,0,1,99,0.01,100
514,0,9,5,-30,7,0,4,96,0.01,100
515,0,4,8,-80,2,0,1,99,0.01,100
516,0,2,6,-70,3,0,0,100,0.01,100
517,0,2,9,-70,3,0,2,98,0.01,100
518,0,7,8,-50,5,0,0,100,0.01,100
519,0,7,6,-70,3,0,1,99,0.01,100
520,0,9,7,-80,2,0,0,100,0.01,100
521,0,5,7,-40,6,0,1,99,0.01,100
522,0,4,7,-40,6,0,1,99,0.01,100
523,0,6,7,-60,4,0,2,98,0.01,100
524,0,6,9,-50,5,0,1,99,0.01,100
525,0,4,5,-40,6,0,1,99,0.01,100
526,0,0,1,-60,4,0,2,98,0.01,100
527,0,2,7,-70,3,0,2,98,0.01,100
528,0,2,6,-20,8,0,1,99,0.01,100
529,0,3,7,-70,3,0,1,99,0.01,100
530,0,4,5,-30,7,0,2,98,0.01,100
531,0,5,5,-50,5,0,0,100,0.01,100
532,0,2,3,-60,4,0,1,99,0.01,100
533,0,3,8,-40,6,0,1,99,0.01,100
534,0,4,9,-80,2,0,1,99,0.01,100
535,0,2,0,-70,3,0,2,98,0.01,100
536,0,6,5,-60,4,0,2,98,0.01,100
537,0,7,6,-70,3,0,0,100,0.01,100
538,0,4,9,-50,5,0,0,100,0.01,100
539,0,7,4,-60,4,0,1,99,0.01,100
540,0,5,4,-30,7,0,0,100,0.01,100
541,0,9,9,-80,2,0,1,99,0.01,100
542,0,5,9,-50,5,0,0,100,0.01,100
543,0,5,4,-30,7,0,0,100,0.01,100
544,0,4,7,-50,5,0,0,100,0.01,100
545,0,5,3,-80,2,0,0,100,0.01,100
546,0,6,8,-10,9,0,0,100,0.01,100
547,0,3,0,-40,6,0,2,98,0.01,100
548,0,6,2,-90,1,0,1,99,0.01,100
549,0,3,4,-50,5,0,0,100,0.01,100
550,0,2,1,-60,4,0,3,97,0.01,100
551,0,8,6,-50,5,0,2,98,0.01,100
552,0,7,7,-70,3,0,0,100,0.01,100
553,0,4,7,-90,1,0,2,98,0.01,100
554,0,2,0,-80,2,0,2,98,0.01,100
555,0,2,0,-30,7,0,1,99,0.01,100
556,0,0,4,-70,3,0,1,99,0.01,100
557,0,2,1,-60,4,0,0,100,0.01,100
558,0,2,9,-90,1,0,2,98,0.01,100
559,0,4,7,-90,1,0,1,99,0.01,100
560,0,5,0,-30,7,0,1,99,0.01,100
561,0,9,9,-40,6,0,0,100,0.01,100
562,0,6,0,-20,8,0,0,100,0.01,100
563,0,7,8,-50,5,0,0,100,0.01,100
564,0,4,3,-50,5,0,1,99,0.01,100
565,0,1,4,-60,4,0,1,99,0.01,100
566,0,4,4,-60,4,0,0,100,0.01,100
567,0,9,6,-40,6,0,1,99,0.01,100
568,0,4,4,-70,3,0,1,99,0.01,100
569,0,4,3,-40,6,0,3,97,0.01,100
570,0,9,7,-50,5,0,1,99,0.01,100
571,0,7,8,-60,4,0,0,100,0.01,100
572,0,1,5,-60,4,0,2,98,0.01,100
573,0,5,3,-20,8,0,0,100,0.01,100
574,0,0,7,-100,0,0,2,98,0.01,100
575,0,0,7,-50,5,0,1,99,0.01,100
576,0,8,6,-90,1,0,0,100,0.01,100
577,0,0,6,-30,7,0,1,99,0.01,100
578,0,3,2,-40,6,0,0,100,0.01,100
579,0,4,4,-40,6,0,2,98,0.01,100
580,0,8,3,-80,2,0,1,99,0.01,100
581,0,1,5,-80,2,0,1,99,0.01,100
582,0,3,2,-50,5,0,0,100,0.01,100
583,0,8,6,-60,4,0,2,98,0.01,100
584,0,5,0,-30,7,0,0,100,0.01,100
585,0,9,5,-80,2,0,1,99,0.01,100
586,0,6,3,-80,2,0,0,100,0.01,100
587,0,7,0,-20,8,0,1,99,0.01,100
588,0,2,3,-80,2,0,1,99,0.01,100
589,0,7,6,-90,1,0,0,100,0.01,100
590,0,8,2,-60,4,0,1,99,0.01,100
591,0,7,6,-70,3,0,0,100,0.01,100
592,0,8,2,-40,6,0,1,99,0.01,100
593,0,8,5,-60,4,0,1,99,0.01,100
594,0,9,1,-40,6,0,0,100,0.01,100
595,0,4,6,-80,2,0,1,99,0.01,100
596,0,4,6,-30,7,0,4,96,0.01,100
597,0,4,1,-70,3,0,1,99,0.01,100
598,0,7,3,-20,8,0,2,98,0.01,100
599,0,7,1,-80,2,0,1,99,0.01,100
600,0,5,7,-50,5,0,2,98,0.01,100
601,0,5,8,-10,9,0,2,98,0.01,100
602,0,3,0,-60,4,0,1,99,0.01,100
603,0,7,4,-70,3,0,0,100,0.01,100
604,0,7,9,-40,6,0,0,100,0.01,100
605,0,4,9,-90,1,0,0,100,0.01,100
606,0,4,3,-80,2,0,2,98,0.01,100
607,0,4,1,-60,4,0,0,100,0.01,100
608,0,1,8,-70,3,0,0,100,0.01,100
609,0,1,8,-20,8,0,0,100,0.01,100
610,0,4,2,-70,3,0,1,99,0.01,100
611,0,4,0,-30,7,0,3,97,0.01,100
612,0,7,1,-80,2,0,2,98,0.01,100
613,0,4,0,-60,4,0,1,99,0.01,100
614,0,4,4,-90,1,0,1,99,0.01,100
615,0,2,3,-40,6,0,0,100,0.01,100
616,0,7,4,-60,4,0,0,100,0.01,100
617,0,4,4,-50,5,0,0,100,0.01,100
618,0,7,0,-40,6,0,0,100,0.01,100
619,0,2,5,-50,5,0,2,98,0.01,100
620,0,2,7,-40,6,0,0,100,0.01,100
621,0,2,8,0,10,0,1,99,0.01,100
622,0,5,9,-50,5,0,3,97,0.01,100
623,0,1,3,-60,4,0,2,98,0.01,100
624,0,2,8,-70,3,0,3,97,0.01,100
625,0,8,6,-80,2,0,1,99,0.01,100
626,0,0,4,-50,5,0,0,100,0.01,100
627,0,5,6,-70,3,0,0,100,0.01,100
628,0,1,6,0,10,0,0,100,0.01,100
629,0,2,6,-60,4,0,0,100,0.01,100
630,0,8,6,-50,5,0,1,99,0.01,100
631,0,2,5,-30,7,0,3,97,0.01,100
632,0,2,6,-80,2,0,1,99,0.01,100
633,0,2,4,-80,2,0,0,100,0.01,100
634,0,6,7,-60,4,0,1,99,0.01,100
635,0,0,6,-40,6,0,2,98,0.01,100
636,0,7,4,-20,8,0,0,100,0.01,100
637,0,6,5,-70,3,0,0,100,0.01,100
638,0,3,6,-50,5,0,3,97,0.01,100
639,0,0,6,-70,3,0,3,97,0.01,100
640,0,2,4,-90,1,0,1,99,0.01,100
641,0,6,0,-80,2,0,1,99,0.01,100
642,0,3,2,-90,1,0,1,99,0.01,100
643,0,7,9,-90,1,0,0,100,0.01,100
644,0,9,4,-80,2,0,1,99,0.01,100
645,0,2,2,-50,5,0,2,98,0.01,100
646,0,2,3,-70,3,0,0,100,0.01,100
647,0,2,6,-40,6,0,2,98,0.01,100
648,0,2,6,-30,7,0,1,99,0.01,100
649,0,7,1,-80,2,0,1,99,0.01,100
650,0,3,4,-60,4,0,1,99,0.01,100
651,0,0,6,-30,7,0,0,100,0.01,100
652,0,7,6,-60,4,0,2,98,0.01,100
653,0,7,4,-50,5,0,0,100,0.01,100
654,0,2,1,-60,4,0,0,100,0.01,100
655,0,7,5,-90,1,0,0,100,0.01,100
656,0,5,9,-30,7,0,1,99,0.01,100
657,0,5,3,-70,3,0,1,99,0.01,100
658,0,1,3,-10,9,0,0,100,0.01,100
659,0,4,3,-50,5,0,1,99,0.01,100
660,0,5,2,-40,6,0,0,100,0.01,100
661,0,2,4,-60,4,0,1,99,0.01,100
662,0,1,7,0,10,0,0,100,0.01,100
663,0,2,1,-20,8,0,1,99,0.01,100
664,0,8,4,-80,2,0,1,99,0.01,100
665,0,4,7,-60,4,0,2,98,0.01,100
666,0,7,8,-60,4,0,1,99,0.01,100
667,0,1,9,-70,3,0,3,97,0.01,100
668,0,8,3,-30,7,0,0,100,0.01,100
669,0,9,6,-90,1,0,2,98,0.01,100
670,0,4,7,-30,7,0,2,98,0.01,100
671,0,7,9,-30,7,0,0,100,0.01,100
672,0,3,5,-70,3,0,0,100,0.01,100
673,0,7,8,-60,4,0,1,99,0.01,100
674,0,7,6,-40,6,0,1,99,0.01,100
675,0,7,6,-40,6,0,2,98,0.01,100
676,0,2,7,-60,4,0,1,99,0.01,100
677,0,5,7,-70,3,0,0,100,0.01,100
678,0,8,6,-70,3,0,0,100,0.01,100
679,0,2,5,-50,5,0,1,99,0.01,100
680,0,1,7,-50,5,0,0,100,0.01,100
681,0,3,9,-50,5,0,2,98,0.01,100
682,0,1,1,-50,5,0,2,98,0.01,100
683,0,1,5,-50,5,0,2,98,0.01,100
684,0,6,6,-50,5,0,1,99,0.01,100
685,0,2,9,-70,3,0,1,99,0.01,100
686,0,8,5,-60,4,0,1,99,0.01,100
687,0,2,4,-70,3,0,1,99,0.01,100
688,0,5,2,-80,2,0,1,99,0.01,100
689,0,8,2,-40,6,0,1,99,0.01,100
690,0,3,2,-40,6,0,1,99,0.01,100
691,0,2,6,-50,5,0,0,100,0.01,100
692,0,4,7,-80,2,0,3,97,0.01,100
693,0,6,6,-80,2,0,4,96,0.01,100
694,0,2,6,-80,2,0,1,99,0.01,100
695,0,5,7,-70,3,0,1,99,0.01,100
696,0,3,3,-30,7,0,2,98,0.01,100
697,0,5,7,-70,3,0,1,99,0.01,100
698,0,1,2,-70,3,0,0,100,0.01,100
699,0,2,1,-30,7,0,2,98,0.01,100
700,0,2,3,-60,4,0,1,99,0.01,100
701,0,3,3,-90,1,0,0,100,0.01,100
702,0,7,7,-40,6,0,1,99,0.01,100
703,0,4,2,-100,0,0,1,99,0.01,100
704,0,2,7,-40,6,0,3,97,0.01,100
705,0,6,7,-50,5,0,0,100,0.01,100
706,0,7,0,-80,2,0,1,99,0.01,100
707,0,4,9,-70,3,0,1,99,0.01,100
708,0,6,1,-30,7,0,1,99,0.01,100
709,0,4,9,-40,6,0,1,99,0.01,100
710,0,2,7,-50,5,0,1,99,0.01,100
711,0,4,9,-50,5,0,1,99,0.01,100
712,0,7,8,-50,5,0,1,99,0.01,100
713,0,6,8,-50,5,0,2,98,0.01,100
714,0,5,7,-70,3,0,3,97,0.01,100
715,0,7,5,-60,4,0,1,99,0.01,100
716,0,3,7,-70,3,0,0,100,0.01,100
717,0,3,8,-80,2,0,3,97,0.01,100
718,0,7,5,-50,5,0,1,99,0.01,100
719,0,9,6,-40,6,0,0,100,0.01,100
720,0,6,6,-50,5,0,1,99,0.01,100
721,0,6,4,-60,4,0,3,97,0.01,100
722,0,6,6,-90,1,0,0,100,0.01,100
723,0,8,1,-70,3,0,1,99,0.01,100
724,0,9,1,-80,2,0,2,98,0.01,100
725,0,0,9,-10,9,0,2,98,0.01,100
726,0,6,8,-70,3,0,3,97,0.01,100
727,0,7,4,-50,5,0,0,100,0.01,100
728,0,2,2,-70,3,0,0,100,0.01,100
729,0,9,6,-10,9,0,1,99,0.01,100
730,0,1,6,-90,1,0,3,97,0.01,100
731,0,2,6,-40,6,0,1,99,0.01,100
732,0,9,5,-70,3,0,0,100,0.01,100
733,0,8,0,-50,5,0,0,100,0.01,100
734,0,8,9,-20,8,0,0,100,0.01,100
735,0,5,9,-70,3,0,0,100,0.01,100
736,0,9,7,-80,2,0,1,99,0.01,100
737,0,0,1,-90,1,0,0,100,0.01,100
738,0,4,7,-50,5,0,0,100,0.01,100
739,0,7,6,-60,4,0,0,100,0.01,100
740,0,9,7,-50,5,0,1,99,0.01,100
741,0,6,8,-60,4,0,1,99,0.01,100
742,0,0,8,-60,4,0,1,99,0.01,100
743,0,6,8,-60,4,0,2,98,0.01,100
744,0,6,8,-70,3,0,1,99,0.01,100
745,0,5,6,-50,5,0,0,100,0.01,100
746,0,7,4,-50,5,0,0,100,0.01,100
747,0,5,1,-50,5,0,1,99,0.01,100
748,0,6,5,-30,7,0,1,99,0.01,100
749,0,6,4,-50,5,0,0,100,0.01,100
750,0,3,7,-70,3,0,2,98,0.01,100
751,0,3,6,-70,3,0,0,100,0.01,100
752,0,3,7,-40,6,0,0,100,0.01,100
753,0,4,5,-40,6,0,0,100,0.01,100
754,0,5,8,-40,6,0,1,99,0.01,100
755,0,5,3,-80,2,0,2,98,0.01,100
756,0,9,3,-80,2,0,0,100,0.01,100
757,0,5,1,-60,4,0,0,100,0.01,100
758,0,4,6,-10,9,0,0,100,0.01,100
759,0,3,4,-40,6,0,1,99,0.01,100
760,0,2,4,-60,4,0,0,100,0.01,100
761,0,3,8,-70,3,0,1,99,0.01,100
762,0,1,5,-50,5,0,0,100,0.01,100
763,0,5,6,-30,7,0,2,98,0.01,100
764,0,8,3,-30,7,0,2,98,0.01,100
765,0,3,2,-60,4,0,0,100,0.01,100
766,0,7,9,-60,4,0,2,98,0.01,100
767,0,2,1,-70,3,0,0,100,0.01,100
768,0,7,6,-70,3,0,0,100,0.01,100
769,0,7,1,-60,4,0,3,97,0.01,100
770,0,6,1,-10,9,0,0,100,0.01,100
771,0,1,7,-70,3,0,1,99,0.01,100
772,0,9,3,-60,4,0,0,100,0.01,100
773,0,7,1,10,11,0,1,99,0.01,100
774,0,0,3,-50,5,0,3,97,0.01,100
775,0,6,2,-30,7,0,3,97,0.01,100
776,0,2,8,-70,3,0,0,100,0.01,100
777,0,2,8,-90,1,0,0,100,0.01,100
778,0,6,4,-70,3,0,1,99,0.01,100
779,0,5,4,-60,4,0,0,100,0.01,100
780,0,5,7,-60,4,0,2,98,0.01,100
781,0,5,3,-50,5,0,1,99,0.01,100
782,0,7,9,-40,6,0,2,98,0.01,100
783,0,3,2,-70,3,0,0,100,0.01,100
784,0,6,1,-80,2,0,0,100,0.01,100
785,0,8,6,-90,1,0,0,100,0.01,100
786,0,7,1,-60,4,0,1,99,0.01,100
787,0,5,1,-20,8,0,1,99,0.01,100
788,0,7,1,-70,3,0,1,99,0.01,100
789,0,5,4,-50,5,0,3,97,0.01,100
790,0,3,2,-50,5,0,2,98,0.01,100
791,0,5,6,-70,3,0,1,99,0.01,100
792,0,7,9,-70,3,0,2,98,0.01,100
793,0,1,2,-70,3,0,1,99,0.01,100
794,0,8,7,-80,2,0,1,99,0.01,100
795,0,7,0,-60,4,0,0,100,0.01,100
796,0,4,8,-80,2,0,1,99,0.01,100
797,0,3,5,-70,3,0,0,100,0.01,100
798,0,9,2,-90,1,0,1,99,0.01,100
799,0,3,0,-50,5,0,1,99,0.01,100
800,0,3,0,-50,5,0,1,99,0.01,100
801,0,4,0,-60,4,0,0,100,0.01,100
802,0,7,3,-50,5,0,2,98,0.01,100
803,0,7,4,-60,4,0,0,100,0.01,100
804,0,9,3,-50,5,0,1,99,0.01,100
805,0,4,7,-50,5,0,2,98,0.01,100
806,0,0,2,-90,1,0,1,99,0.01,100
807,0,3,6,-60,4,0,0,100,0.01,100
808,0,3,6,-70,3,0,0,100,0.01,100
809,0,7,3,-100,0,0,0,100,0.01,100
810,0,7,5,-30,7,0,1,99,0.01,100
811,0,9,3,-80,2,0,0,100,0.01,100
812,0,1,6,-80,2,0,1,99,0.01,100
813,0,9,0,-80,2,0,0,100,0.01,100
814,0,5,2,-80,2,0,1,99,0.01,100
815,0,8,1,-30,7,0,0,100,0.01,100
816,0,3,8,-80,2,0,0,100,0.01,100
817,0,7,5,-70,3,0,1,99,0.01,100
818,0,7,5,-60,4,0,1,99,0.01,100
819,0,3,3,-80,2,0,1,99,0.01,100
820,0,7,5,-50,5,0,1,99,0.01,100
821,0,7,3,-50,5,0,2,98,0.01,100
822,0,1,2,-40,6,0,1,99,0.01,100
823,0,9,2,-50,5,0,2,98,0.01,100
824,0,4,1,-80,2,0,0,100,0.01,100
825,0,6,8,-70,3,0,1,99,0.01,100
826,0,7,1,-10,9,0,1,99,0.01,100
827,0,4,2,-50,5,0,2,98,0.01,100
828,0,8,0,-30,7,0,1,99,0.01,100
829,0,8,0,-60,4,0,0,100,0.01,100
830,0,8,5,-60,4,0,0,100,0.01,100
831,0,6,2,-60,4,0,0,100,0.01,100
832,0,6,5,-60,4,0,1,99,0.01,100
833,0,4,6,-90,1,0,0,100,0.01,100
834,0,6,3,-20,8,0,1,99,0.01,100
835,0,5,6,-70,3,0,1,99,0.01,100
836,0,1,3,-90,1,0,0,100,0.01,100
837,0,8,3,-90,1,0,1,99,0.01,100
838,0,2,0,-50,5,0,1,99,0.01,100
839,0,6,1,-60,4,0,0,100,0.01,100
840,0,8,7,-60,4,0,0,100,0.01,100
841,0,4,2,-50,5,0,3,97,0.01,100
842,0,6,0,-60,4,0,0,100,0.01,100
843,0,9,5,-30,7,0,0,100,0.01,100
844,0,7,4,-50,5,0,2,98,0.01,100
845,0,4,2,-20,8,0,0,100,0.01,100
846,0,6,4,-60,4,0,0,100,0.01,100
847,0,6,2,-70,3,0,0,100,0.01,100
848,0,9,7,-60,4,0,1,99,0.01,100
849,0,7,5,-60,4,0,0,100,0.01,100
850,0,7,6,-20,8,0,1,99,0.01,100
851,0,4,3,-80,2,0,2,98,0.01,100
852,0,5,5,-70,3,0,0,100,0.01,100
853,0,0,9,-40,6,0,0,100,0.01,100
854,0,9,7,-10,9,0,3,97,0.01,100
855,0,8,6,-50,5,0,1,99,0.01,100
856,0,4,3,-40,6,0,0,100,0.01,100
857,0,7,6,-70,3,0,2,98,0.01,100
858,0,3,4,-40,6,0,0,100,0.01,100
859,0,1,0,-60,4,0,2,98,0.01,100
860,0,9,5,-60,4,0,1,99,0.01,100
861,0,3,8,-40,6,0,0,100,0.01,100
862,0,4,5,-40,6,0,0,100,0.01,100
863,0,2,5,-20,8,0,1,99,0.01,100
864,0,6,3,-40,6,0,1,99,0.01,100
865,0,5,4,-90,1,0,1,99,0.01,100
866,0,6,4,-60,4,0,1,99,0.01,100
867,0,4,9,-40,6,0,2,98,0.01,100
868,0,4,9,-50,5,0,0,100,0.01,100
869,0,8,2,-80,2,0,1,99,0.01,100
870,0,3,8,-60,4,0,2,98,0.01,100
871,0,0,8,-60,4,0,1,99,0.01,100
872,0,2,6,-70,3,0,0,100,0.01,100
873,0,2,3,-60,4,0,0,100,0.01,100
874,0,2,7,-50,5,0,2,98,0.01,100
875,0,0,8,-70,3,0,1,99,0.01,100
876,0,0,4,-70,3,0,0,100,0.01,100
877,0,2,6,-50,5,0,1,99,0.01,100
878,0,2,0,-40,6,0,1,99,0.01,100
879,0,0,5,-90,1,0,1,99,0.01,100
880,0,0,7,-50,5,0,1,99,0.01,100
881,0,4,6,-60,4,0,0,100,0.01,100
882,0,4,5,-40,6,0,0,100,0.01,100
883,0,0,1,-30,7,0,1,99,0.01,100
884,0,8,4,-70,3,0,3,97,0.01,100
885,0,1,2,-60,4,0,0,100,0.01,100
886,0,2,9,-90,1,0,1,99,0.01,100
887,0,3,2,-50,5,0,1,99,0.01,100
888,0,6,8,-70,3,0,1,99,0.01,100
889,0,5,6,-70,3,0,1,99,0.01,100
890,0,2,4,-90,1,0,3,97,0.01,100
891,0,5,9,-90,1,0,2,98,0.01,100
892,0,3,3,0,10,0,0,100,0.01,100
893,0,6,0,-60,4,0,2,98,0.01,100
894,0,1,3,-60,4,0,0,100,0.01,100
895,0,0,5,-40,6,0,2,98,0.01,100
896,0,7,9,-70,3,0,0,100,0.01,100
897,0,8,3,-80,2,0,0,100,0.01,100
898,0,5,2,-70,3,0,1,99,0.01,100
899,0,9,7,-60,4,0,0,100,0.01,100
900,0,1,2,-60,4,0,0,100,0.01,100
901,0,5,1,-80,2,0,1,99,0.01,100
902,0,1,2,-30,7,0,0,100,0.01,100
903,0,5,3,-90,1,0,0,100,0.01,100
904,0,5,3,-40,6,0,3,97,0.01,100
905,0,5,2,-80,2,0,0,100,0.01,100
906,0,2,1,-30,7,0,0,100,0.01,100
907,0,2,2,-50,5,0,0,100,0.01,100
908,0,4,0,-60,4,0,0,100,0.01,100
909,0,2,3,-60,4,0,0,100,0.01,100
910,0,4,2,-60,4,0,0,100,0.01,100
911,0,5,2,-50,5,0,0,100,0.01,100
912,0,7,7,-60,4,0,1,99,0.01,100
913,0,3,6,-10,9,0,0,100,0.01,100
914,0,7,3,-50,5,0,1,99,0.01,100
915,0,2,8,-50,5,0,2,98,0.01,100
916,0,3,8,-40,6,0,0,100,0.01,100
917,0,3,7,-60,4,0,0,100,0.01,100
918,0,9,8,-90,1,0,0,100,0.01,100
919,0,4,1,-80,2,0,1,99,0.01,100
920,0,1,3,-100,0,0,0,100,0.01,100
921,0,3,2,-100,0,0,1,99,0.01,100
922,0,2,7,-50,5,0,0,100,0.01,100
923,0,8,8,-70,3,0,2,98,0.01,100
924,0,1,3,-80,2,0,1,99,0.01,100
925,0,6,8,-90,1,0,0,100,0.01,100
926,0,3,6,-80,2,0,0,100,0.01,100
927,0,1,3,-70,3,0,1,99,0.01,100
928,0,1,8,-60,4,0,2,98,0.01,100
929,0,2,5,-40,6,0,1,99,0.01,100
930,0,2,5,-70,3,0,0,100,0.01,100
931,0,5,2,-40,6,0,0,100,0.01,100
932,0,8,8,-40,6,0,0,100,0.01,100
933,0,4,4,-70,3,0,1,99,0.01,100
934,0,5,8,-70,3,0,1,99,0.01,100
935,0,8,5,-50,5,0,2,98,0.01,100
936,0,7,5,-70,3,0,3,97,0.01,100
937,0,3,1,-70,3,0,0,100,0.01,100
938,0,8,2,-70,3,0,1,99,0.01,100
939,0,5,3,-60,4,0,1,99,0.01,100
940,0,2,8,-70,3,0,0,100,0.01,100
941,0,6,9,-70,3,0,2,98,0.01,100
942,0,5,4,-60,4,0,0,100,0.01,100
943,0,0,6,-70,3,0,0,100,0.01,100
944,0,5,6,-40,6,0,1,99,0.01,100
945,0,3,4,-30,7,0,1,99,0.01,100
946,0,2,3,-50,5,0,0,100,0.01,100
947,0,3,8,-40,6,0,1,99,0.01,100
948,0,0,9,-70,3,0,0,100,0.01,100
949,0,1,8,-60,4,0,0,100,0.01,100
950,0,3,5,-90,1,0,0,100,0.01,100
951,0,5,1,-40,6,0,0,100,0.01,100
952,0,2,8,-30,7,0,1,99,0.01,100
953,0,1,9,-40,6,0,0,100,0.01,100
954,0,3,8,-70,3,0,1,99,0.01,100
955,0,4,1,-80,2,0,1,99,0.01,100
956,0,4,7,-50,5,0,1,99,0.01,100
957,0,5,7,-60,4,0,3,97,0.01,100
958,0,6,2,-70,3,0,1,99,0.01,100
959,0,3,8,-10,9,0,0,100,0.01,100
960,0,2,9,-60,4,0,3,97,0.01,100
961,0,0,8,-70,3,0,0,100,0.01,100
962,0,7,7,-60,4,0,1,99,0.01,100
963,0,0,7,-60,4,0,1,99,0.01,100
964,0,7,7,-70,3,0,3,97,0.01,100
965,0,6,6,-80,2,0,0,100,0.01,100
966,0,5,8,-80,2,0,0,100,0.01,100
967,0,1,6,-70,3,0,1,99,0.01,100
968,0,2,3,-90,1,0,1,99,0.01,100
969,0,4,5,-70,3,0,1,99,0.01,100
970,0,2,3,-60,4,0,1,99,0.01,100
971,0,7,4,-70,3,0,2,98,0.01,100
972,0,0,5,-40,6,0,2,98,0.01,100
973,0,6,3,-50,5,0,1,99,0.01,100
974,0,2,2,-60,4,0,0,100,0.01,100
975,0,2,8,-40,6,0,0,100,0.01,100
976,0,1,7,-50,5,0,1,99,0.01,100
977,0,5,7,-50,5,0,1,99,0.01,100
978,0,3,0,-70,3,0,1,99,0.01,100
979,0,8,8,-50,5,0,1,99,0.01,100
980,0,9,7,-50,5,0,1,99,0.01,100
981,0,5,2,-70,3,0,2,98,0.01,100
982,0,0,9,-60,4,0,1,99,0.01,100
983,0,4,4,-30,7,0,1,99,0.01,100
984,0,4,5,-70,3,0,0,100,0.01,100
985,0,6,1,-90,1,0,0,100,0.01,100
986,0,3,5,-20,8,0,1,99,0.01,100
987,0,4,8,-80,2,0,1,99,0.01,100
988,0,3,0,-50,5,0,0,100,0.01,100
989,0,4,9,-50,5,0,1,99,0.01,100
990,0,1,5,-40,6,0,0,100,0.01,100
991,0,5,7,-50,5,0,0,100,0.01,100
992,0,7,5,-80,2,0,0,100,0.01,100
993,0,6,8,-40,6,0,0,100,0.01,100
994,0,8,4,-50,5,0,1,99,0.01,100
995,0,6,0,-40,6,0,0,100,0.01,100
996,0,9,0,-100,0,0,2,98,0.01,100
997,0,5,7,-80,2,0,0,100,0.01,100
998,0,6,3,-60,4,0,4,96,0.01,100
999,0,4,5,-60,4,0,0,100,0.01,100
